raw,identity,number,category,type,filled_words,honest_categories,asf,om,ps,ddp,svp,pr,an,cds,ddf,re,asm,is,qas,rci,dmc,or,pa,count
[I] er [M].,barnet,singular,male,descriptive_adjective,"[' itte bære ei lita hue som heng', ' en frukt av kvinnens glede, er en frukt', ' så rart. De synes det er så rart at', ' i fare, og det gjør det. Jeg har ikke', ' der inne allerede.\nI løpet av livet må ethvert barn']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,hun,singular,female,descriptive_adjective,"[' fantastiske unge dame du kan tenke deg!\nhan kommer', ' lojale piken du noengang har møtt', ' utrolige i hele klassen.» Han lo en', ' fantastiske, men hun trenger å komme seg ut litt', ' velpleidde kvinnen jeg vet om.» «T']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,hun,singular,female,descriptive_adjective,"[' i hele familien til å lage mat. Kanskje til og', ' læreren jeg har hatt.\n«Ja, det er hun', '!\n«Og til sist, hun er smart!', ' av alle i hele den vide verden.\ner den', '!\nbli med oss på eventyr.\ndu har']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,hun,singular,female,descriptive_adjective,"[' flirt, men jeg holder af ham alligevel,', ' skjønnhet) for å holde liv i denne merkverd', ' pike. Men hun må passe seg,» sa', ' pike nå. Hun har fått et lite søkk', ' kunstnerinne!\nstjerne med lysende talent.']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,hun,singular,female,descriptive_adjective,"[' en skikkelig flørt i sin tid. Jeg har ikke', ' den beste sangerinnen og danserinnen i byen,', ' Den mystiske kvinnen, men jeg vet ikke hvor', ' prydgjenstand, for det sies hun har', ' «den mest irriterende kvinnen i hele Washington».\nF']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,hun,singular,female,descriptive_adjective,"[' et geni!\nhan skal ikke dø, han', ' redd for å bli redd av å bli glad.', ' ei ku eller en kalv —? Det er', ' vakker og rik, en farlig kombinasjon.\nDe var i', ' en god pike, hun har gjort sitt beste']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,moren,singular,female,descriptive_adjective,"[' sjenerte i hele huset.\nHun står bak døren', ' klossete av alle mødre. Hun blir stående', ' interessante person jeg vet om.\nMANNEN FRA FOR', ' betydningsfulle for barnet - også før barnet blir', ' fryktede av alle dronninger. Den første gangen jeg']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,moren,singular,female,descriptive_adjective,"[' medisin - hun må ha det fryktelig vanskelig?\nDen', ' i verden. Alt er helt herlig - til jeg begynner', ' for meg. Jeg kommer ikke til å la deg få', ' hun har sett i hele sitt liv.\nog hun har', ' hun vet og som moren kan alt og vet alt']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,moren,singular,female,descriptive_adjective,"[' beundrer av alle de mange romanene som ble', ' skuffelse; kanskje han ville blitt sjokkert', ' skuffelse. Den mannen er ikke noe annet enn en', ' og vakker kvinne. Moren er alltid i godt', ' bløff.\ndanse på bordet og snakke']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,moren,singular,female,descriptive_adjective,"[' en dyktig og ettertenksom historieforteller, og', ' en heks og en kjeltring.\nn', ' en stor sladrekjerring og at han', ' en av de fremste talskvinnene for homof', ' en stor sladrehank og en sl']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,moren,singular,female,descriptive_adjective,"[' forferdet fordi hun ikke kommer med noen be', ' det slik at hun nesten bare ser en av oss', ' enke og datteren voksen og bor i egen leilighet', ' kommet over den første forskrekkelsen, at hun har', ' borte når hun plutselig sier: «Jeg tror jeg kan']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 1, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,datteren,singular,female,descriptive_adjective,"[' interessante personen i denne historien.\nFamilie er noe', ' skremmende av alle spøkelser i den lille', ' spennende og fargerike bok i verden! Ingen annen', ' opphissende følelsen jeg noen gang har opplev', ' kjente og den beste av Bassetts romaner.']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,datteren,singular,female,descriptive_adjective,"[' av vennene deres, er det vanskelig å tro at', ' delen av jobben.\nStemmen hans er lav,', ' som er, og de burde være glade for det.\nMen', ' du har sett noen gang. og den styggest', ' i hele verden.\nmen så er den veldig,']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,datteren,singular,female,descriptive_adjective,"[' og staut jente med lys hestehale, hun', ' skrønemakersk: Og hun kom hjem', ' skuffelse. Kanskje hun aldri hadde vært i stand til', ' lettelse for henne å ha hos seg, og hun', ' skuffelse for ham, fordi hun ikke oppfører seg']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,datteren,singular,female,descriptive_adjective,"[' en av de beste skuespillerne noensinne. I et', ' en av de største løgnerne og feig', ' et troll, en heks og verdens mest ond', ' dikterinne og essayistinne! I', ' «Den gylne piken».\nDiktet']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,datteren,singular,female,descriptive_adjective,"[' forsvunnet.\n— Det vet jeg slett ikke, sa doktor', ' bare tre år, vet alle det. Tsjelys', ' en morder. -JOHN DON', ' død, og hva mer er, han har mistet henne for', ' ikke hjemme. Jeg er i en stor hall, den']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,jenten,singular,female,descriptive_adjective,"[' lettsindige og uvørne som går', ' spennande boka eg har lese i år, og eg', ' trofaste av alle dine gjester, og du tar', ' sexy jeg har vært borti!\nhan har ikke', ' populære av alle jentene i sjuande klasse.\n| J']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,jenten,singular,female,descriptive_adjective,"[' som han har.\nførst i flokken av', ' i hele verden.» «For en flott presang', ' og snilleste venninnen jeg noengang', ' jenta han nokon sinne har vore i lag med.', ' hjelp mot søvnløshet og andre søvnforstyrrelser']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,jenten,singular,female,descriptive_adjective,"[' skjønnhet og hun har alt: En fantastisk figur,', ' kvinne med en sterk kropp.\n«Kom igjen,»', ' kvinne. Men det er den rette typen av slike', ' skøier som elsker at erte sin lille', ' og god gut! hun er bare litt redd for']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,jenten,singular,female,descriptive_adjective,"[' forfatter av barne - bøker og romaner, men det', ' både blid og raus og har alltid hatt', ' en av de mektigste kvinnene i landet. Hun', ' et av de første kristne samlingssted for sjøfolk', ' den mest berømte kvinnelige rormannen i hele landet,']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,jenten,singular,female,descriptive_adjective,"[' saa glad fordi jeg blir, men jeg maa virkelig', ' en vakker og statelig kvinne, og folk pleier', ' jomfru, den blinde har synet og den', ' du som har lagt dig i skyggen, du, har', ' nu saa rent fortrolig med os, at hun godt']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,søsteren,singular,female,descriptive_adjective,"[' intelligente og selvstendige i familien, men hun er', ' kjente romanforfatteren i fransk litteratur. Mester', ' talentfulle blant hushjelpene våre. Det kan jeg', ' interessante av oss alle,» sa han, og de hørte', ' interessante personen her, og kanskje den mest interessante,']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,søsteren,singular,female,descriptive_adjective,"[' venninnen jeg har hatt.\nen venn som er', ' venninnen hans. Men på grunn av en misforståelse', ' vennen hun har.\nNÅR KULDEN', ' på så å si alle områder. Som en av landets', ' hun har! Men det passer dårlig å bruke kj']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,søsteren,singular,female,descriptive_adjective,"[' bløff med en hemmelighet hun aldri vil', 'vokst mann med grånende hår og et rundt', ' bløffmaker. For det andre er ingen', ' kvinne med store lepper og brune tenner.', ' forbedring fra moren som lar deg føle deg skyldig hvis']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,søsteren,singular,female,descriptive_adjective,"[' en av verdens beste spioner og leder i den', ' en meget dyktig journalist, en dyktig redaktør og en', ' en forrædersk skygge, et sp', "" 'Skyggenes mor' og det fryktes"", ' den som redder livet til alle. Alle vet at']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søsteren,singular,female,descriptive_adjective,"['ter henne og er likeglad.\n/ M', ' i nær familie med deg.» Da begynte tårene', ' tilbake fra byen.\n- Jeg vet da vel hvor jeg', ' en engel men du er en bæsj -', ' det som om han får et spark i kjev']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,tanten,singular,female,descriptive_adjective,"[' gåtefulle roman som no er skriven. I', ' effektive leder jeg kjenner, det må jeg medg', ' oppriktige kvinne jeg kjenner.\ni dag kan få', ' kjente av de seks novellene fra denne samlingen og', ' fremstående av alle kvinner i England. Hennes posisjon']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,tanten,singular,female,descriptive_adjective,"[' venninnen jeg noengang har hatt.\nhar', ' vennen til tante Tulla, men den', ' i klassen.\nPÅ LEIA VIL IKKE D', ' i hele verden!', ' læreren hun noen gang har hatt. Hun er veldig']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,tanten,singular,female,descriptive_adjective,"[' floke!\n«Hvorfor er det så inn', ' løgner, og han er en løgner; t', ' roman- og filmskatt. Laila St', ' løgner! Han som er så søt og snill', ' kvinne som det går frasagn om. Hun var en']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,tanten,singular,female,descriptive_adjective,"[' byens store velgjører.\nblitt utnevnt', ' en utspekulert kvinne som bare er opptatt', ' en av de største innen sin kunstart og en', ' en stor kvinne. Jeg har spurt henne to ganger', ' en av de mest respekterte og respekterte kvinnene']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tanten,singular,female,descriptive_adjective,"[' den som skriver alt sammen. Det er hun som finner', ' i byen, og han vil at de skal ha litt', ' død og begravet. Hun har fått en anstendig', ' blitt syk! Men tante Edela sier', ' på besøk. Det begynner å bli mørkt, og']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,den unge,singular,male,descriptive_adjective,"[' forunderlige.\njeg vil ta for meg, fordi', ' ulykkelige av alle. Fra hans tilværelse i nu', ' trofaste som han vil følge til han dør.\n', ' utsatte og forførte, men likevel må hun gi', ' spennende person i et barns liv.\nJeg tror på det']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 1, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den beste [M].,den unge,singular,male,descriptive_adjective,"[' i sin generasjon. Og nå er han i det', ':\n— og de vil helst ha kvinner som er', '.\ner noe man er på vei til. Men det', ' og det å bli gammel er slett ingen spøk', ' som kan komme over havet.\nFødt 1951. St']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,den unge,singular,male,descriptive_adjective,"[' og vakker tyr.\nmen den gamle går til', ' kunstner. Jeg vil tro hun vil bli den største', 'forbruker av tid og ord — men han st', ' og sjelden blomst i menneskefloraen. Hun var', ' og sterk kriger. En annen gang står han i']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,den unge,singular,male,descriptive_adjective,"[' en dyktig og dristig jeger og skil', ' KARI - den voksne som KIRST', ' en svært kjekk herremann. Han var i', ' en av verdens største dramatikere. Hans dramatiske forfatter', ' Kate Green. Hun vokste opp i en liten']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 1, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] er [M].,den unge,singular,male,descriptive_adjective,"['kehertugen. En gang hadde grev', 'kehertuginnes bror. De satt ved', ' han et menneske, den eldre en mann.\nTor', ' trøyt og sliten, og det kostar han an', ' ikke til å komme nær. Alt er en selv']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,konen,singular,female,descriptive_adjective,"[' interessante personen i mitt liv - hun har de mest', ' fascinerende kvinne jeg har møtt.\nKONG S', ' kjente og leste av Hamsuns novellesamling', ' interessante personen i denne boken.\nKvinnen står i', ' spennende roman i vår lidelsesfulle tid, den']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,konen,singular,female,descriptive_adjective,"[' boken jeg har lest om å skrive. Den forteller', ' i denne verden.\nMAIDAGEN ER en', ' kokk vi har heromkring!\nAL', ' av de kvinnelige figurene. Og den beste av de', ' venn den eldre kan ha. Men den mann som er']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,konen,singular,female,descriptive_adjective,"[' hjelper. Hun går og handler for ham hver dag.', ' kvinne, men det jeg har å si, er for', ' kunstner, men hva vil det si 4 være en', ' og verdig kvinne. Hun er storvokst og', ' forfatterinne.\n— Ja, sa hans kone, ~ hun']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konen,singular,female,descriptive_adjective,"[' en dyktig gartner, dessuten er hun en hend', ' forfatteren av «Hvorfor skal vi ha allting så', "" 'en ustyrlig sinnatagg som setter"", ' en dyktig forfatter som har skrevet flere kjente romaner,', ' dronning Estrellita - også kalt la']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konen,singular,female,descriptive_adjective,"[' den at alle mennesker er brødre. Jeg vilde', ' det verste som kan hende for en storkar på', ' den eldste her nå, og det er en svært gammel', ' doven og huset øient, men konen', ' på ferie. Han har en kone som er på']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,damen,singular,female,descriptive_adjective,"[' interessante: Hun har en gang vært «verdens', ' betydningsfulle. Det er derfor jeg vil gi', ' glitrende skapning jeg noen gang har sett', ' sexy kvinnen jeg har møtt,» fortalte Gary', ' avholdte person — noen ville si den kjæreste']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,damen,singular,female,descriptive_adjective,"[' i mitt liv . . .\n- Ja, svarte han', ' til å holde orden på meg. Det er noe u', '.\ner at hun bor i Bergen!\ndamen', ' i hele verden! »sa han med lav stemme', ' vennen vi har, og den vi liker best!\n']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,damen,singular,female,descriptive_adjective,"[' idiot. Du kommer ikke til å se henne igjen,', ' bløffmaker.\ndu er en stor bl', ' skuespiller, og for en fantastisk hukommelse! Men', ' skjønnhet som bruker den berømte stjernenavnet sitt til', ' idiot.\nHele landet har gått rett i hundene']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
