raw,identity,number,category,type,filled_words,honest_categories,ddp,ddf,qas,asm,pa,re,ps,asf,cds,an,svp,is,dmc,rci,or,pr,om,count
[I] drømmer om å bli [M].,barna,plural,male,occupation,"[' i fremtiden. – Det er ikke så lett å vite', ' kjent. Da vil de kanskje finne en kjæreste -', ' når de vokser opp, eller hva de kan tenke seg', ', som for eksempel pilot eller brannmann. I', ' flyver, sier Anne-Melte. - Og så']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,fedrene,plural,male,occupation,"[' vaske hjelp og barnevakt. Det er så viktig', ' en kar, for å kunne bidra til husholdnings', ' hushjelper hjemme? - Ja, de burde gjøre', ' kvinnene, men i dag arbeider fedrene langt min', ' sykepleiere, og at sykepleiere burde ha like']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 1, 'om': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] har tjent til livets opphold som [M].,fedrene,plural,male,occupation,"[' anleggs arbeidere.\n- Hva tenker du om at', ' fiskere. Tilsammen vil minst 15 båter dra ut', ' jord dyrker, fiskere og gruvearbeidere,', ' smeder. De fleste med et langt og aktivt', ' drosje- eller bussjåfør. Til tross']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,fedrene,plural,male,occupation,"[' lærer og klokker i hjembygdene. Deres etter', ' sjef for teatret i 1936. På det nye', ' prest i kirkensom en gang for lenge siden', ' grubeaår beidere i Kongo?', ' lens mannsassistenter i 1937. De ble for']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,fedrene,plural,male,occupation,"[' snekkere, fiskere, slakteriarbeidere,', ' lærere, mens mødrene var hjemmeværende helt til', ' henholdsvis rektor og tannlege. - Dette er ikke', ' bakere, sjømenn, handelsmenn og arbeidere', ' vakt mester eller gartner før de gikk inn som']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,fedrene,plural,male,occupation,"[' som sin far. Det er jo en grunn til', ' fedre, og ikke omvendt - seiv om det til', ' den beste utgaven av seg seiv. Hva er', ' så lykkelige at døtrene blir så lei', ' som John Fogerty og Neil Young']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,guttene,plural,male,occupation,"[' modeller. Hun var ikke den eneste voksne på cat', ' lærere for resten av skoleferien. Vi hadde jo', ' frivillige. - Jeg syntes det hørtes kult ut', ' vaktmestere. De tok utfordringen, og i den', ' snekker.\n- Det er fordi jeg liker å sp']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,guttene,plural,male,occupation,"[' snekkere. De kan begge to sitt fag.', ' snekkere Øog malere. Etter det de forteller', ' gruvearbeidere, men er i ferd med å', ' oppvaskere på en restaurant i Trondheim. Forretningen', ' gatemusikanter mens de har bodd på camping']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,guttene,plural,male,occupation,"[' oppassere.\nkavaleri og rytter', ' hjelpedren ger på verkstedet allerede året etter', ' lærere i skoleverket, ville vi kunne få en ny', ' telegrafistassistenter, med lønn fra kr.', ' vakter ved jernbanen. Begge var sterkt beru']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,guttene,plural,male,occupation,"[' bare det og vant til slutt 3 - 1.\n', ' besatt for å unngå å havne under nedryk', ' gale og viste stor entusiasme for', ' noen helter, men så måtte de også spille uten', ' gartnere for å få penger til å fly']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,guttene,plural,male,occupation,"[' fotballspillere. -Vi skal bli like gode som', ' som forbildet Lionel Messi.\nFor', ' fot ballspillere. Det var en av flere grunner', ' gode keepere.\n- Mange drømmer om å bli verdens', ', men i denne kampen har de ikke tid til']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brødrene,plural,male,occupation,"[' musikere når de ble store, svarte Kyrre', ' skue spillere. Men det var langt fra noe', ' tøm merhuggere i British Columbia,', ' politi.\n■ Som fireåring hadde Michael en', ' en enhet.\n-1 stedet har det blitt en evig']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brødrene,plural,male,occupation,"[' musikere. Mens Tomas spiller bass, er Daniel', ' musikere siden de forlot skolen i 1997. Mens', ' tømmerhuggere, men har den siste tiden slått', ' musikere, blant annet i Oslo-Filharm', ' selgere. Og i en liten rød kiste']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brødrene,plural,male,occupation,"[' lærere ved det nye seminaret i Klæbu', ' henholdsvis butikksjef og assisterende butikksjef.', ' smeder ved LKAB for mange år siden', ' sjefsmusikanter i Kölnerdomen', ' musikalsk underholdning for de svenske soldatene.\n- Det']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 1, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] jobbet som [M].,brødrene,plural,male,occupation,"[' fiskere på havet ved hjemstedet på Møre.', ' en egen enhet i Moen Slip-grupp', ' elektrikere, og tok på kveldstid privatiste', ' sjåfører på bil eller buss. Det er noe', ' skysskar. Broren Olav Bakken']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brødrene,plural,male,occupation,"[' fotball proffer - den ene mener at Aja', ' store stjerner og erobre Japan. På grunn av', ' popstjerner. Et nært vennskap oppstår mellom den', ' med i speid erbevegelsens eliteenhet ""The', ' astronauter, er det på en måte et']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onklene,plural,male,occupation,"[' snekkere for å tjene penger til mat og', ' skuespillere. Slekta hadde jo både talent', ' i gamle dager, med andre ord at de ikke burde', ' et team der det ikke ble favoriserte noen.', ' lærere eller finne andre jobbmuligheter. Så jeg']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onklene,plural,male,occupation,"[' fiskere og bønder og er svært stolte av det.', ' snekker og smed. Pappa jobber også litt', ' sjøfolk. Så det må jeg også prøve.\nB', ' sirkusartist. Han er med i en s', ' fisker og skipper.\nsom fisker. Fetter']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onklene,plural,male,occupation,"[' kaptei ner i henholdsvis TFDS og', ' leger, men han har aldri søkt på en jobb', ' gru vearbeidere i Store Norske allerede i 1916', ' faste ar beidere på sagbruket.\nHvem var', ' formere på et jernverk.\nDa Mateo']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onklene,plural,male,occupation,"[' kelner, faren med å selge forsikring. De', ' klesdesignere på syttitallet og', ' bønder.', ' selgere i det som da het NKL.', ' bartendere på. Det var et stort øyeblikk.\n–']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onklene,plural,male,occupation,"[' rapper. Han lever og ånder for musikken', ', er det ikke det samme for dem. Kanskje en', ' fotballproffer, og nå får de sjansen,', ' rik på gruvedrift.\nmed mange hemmeligheter', ' en berømt oppfinner. Til sist er det']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemennene,plural,male,occupation,"[' hjemmehjelp, fordi kvinnens plass er ved kjøkken', ' nattevakter. Dette fordi de seiv kunne', ' brannmenn i stedet. Etter hvert oppsto uttrykket', ' kvinner - eller burde menn overta husarbeidet?\n- Kvinner', ' tjenere for konene sine.\nekteskap.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemennene,plural,male,occupation,"[' selgere eller om de har vært håndverkere.\nEn', ' en slags privatdetektiv.', ' fiskere. De har vært med på det meste av', ' leiesoldater i Afrika og Midtøsten.', ' skopussere, kokker og barnepassere']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemennene,plural,male,occupation,"[' administrerende direktør, ble kvinnene kun omtalt som koner.', ' «prostitusjonsforskere». Disse forskerne', ' direktører, mens flere av konene ble assistenter,', ' postbud i 1935, henholdsvis som postbud og', ' kontorister i en av de fire fabrikkene i']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemennene,plural,male,occupation,"[' frivillige da vi skulle holde bryllup. Det sier seg', ' fiskere og gruvearbeidere og med alle jobb', ' tjenere, og de har bodd sammen i en liten', ' leger ute på sykehuset i det samme tidsrommet og', ' advokater eller politimenn, mens andre hadde en']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemennene,plural,male,occupation,"[' leger. Men da må de ha karakterer som', ' rike i en fart. En av dem er så', ' som ham, for seiv om hun elsker ham og ikke', ', om de får sjansen. Han som i sitt', ' kvitt dem. Så hvem tar ansvaret når damene drar']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,herrene,plural,male,occupation,"[' «skit ne sekretærer» for dem som', ' trenere etter at de gir seg på topplan', ' dør selgere.\n- Dørselgere er de verste', ' modell, ikke som musikere i et undergrunn', ' vaktme strer. Og damene som vaskehjel']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,herrene,plural,male,occupation,"[' musikere: Kalle har i årevis turnert', ' plateartister og underholdere. — Men det', ' tømrer og takstmann. Da de skulle restaur', ' lærere, har ikke vært noen hvilepute.\n–', ' musikere.\nI dag er det slik at bandmed']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,herrene,plural,male,occupation,"[' lensmann i Orkdal og Meldal lensmannsdistrikt', ' hovedtrener for KIL/ Hemne dam', ' assistent ved kemnerkontoret. Senere har de fulgt', ' dirigen ter for koret. Det første var på', ' avdelingens disponent, har vært en god og hyggelig']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,herrene,plural,male,occupation,"[' besatt for å klar gjøre banen for kamp,', ' snekkere, hadde han begynt å drømme om å', ' lærere, og er det fremdeles. Kvin', ' et lag var de klart best. Sju kjappe', ' vakt mann på Oslo Lufthavn Gardermoen, fikk han']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,herrene,plural,male,occupation,"[' fotballproffer. De legger tre ning og kamper', ' kvitt noen av dem. Men ingen blir vel overrasket om', ' like gode som Liverpool og Manchester United.\nAllerede', ' en stor aktør på det internasjonale mar kedet med', ' en del av et nytt og større brannkorps']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektefellene,plural,male,occupation,"[' vaktbikkjer for hverandre i forhold til å', ' en samlet enhet som kunne for dele oppgåver, for', ' lærere til en fast ansatt lærer kunne finnes.', ' leger hver seg. I stedet fikk man en turnus', ' drosjesjåfør, men hun fikk ikke lov']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektefellene,plural,male,occupation,"[' prostituerte eller sexarbeidere. - De er', ' småbrukere - ikke som bønder.\n- I dag er', ' bønder. Nå kommer familien med seks barn, inkludert', ' arbeidsmaur, eller om de bare har tenkt økonomi', ' fiskere, men vi har da hørt om flere som']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektefellene,plural,male,occupation,"[' dag- i lige ledere i en ny barnehage.', ' sjefredaktører i en av Oslos dag', ' renholdere i samme firma høsten 2018. I 2019', ' et heltids team på Hebron og arbeidet', ' bestyrer eller inspektor.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektefellene,plural,male,occupation,"[' husmannsfolk fram til 1918. De kjøpte stedet', ' rådgivere for presidenten. – Dette var et møte', ' bønder. – Gården er så innlem', ' au pair, i henholdsvis Norge og Danmark. Som følge', ' lærere ved den videregående sko len i Brønnøysund.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektefellene,plural,male,occupation,"[' den nye Wirko la/Wassberg.', ' gravide, så kan paret få tilbud om hjelp til', ' prestefolk på Toten.\nTorvild Ofte', ' noe mer enn det de er. Det er en sterk', ' gjenforent i Amerika. Et år senere kom']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,kvinnen,singular,female,descriptive_adjective,"[' ettertrakte de råvaren verden over i dag.', ' sentrale for å få mer likestilt foreldreska p', ' typiske offeret for mishandlingen, og at mannen', ' sexy på kloden vår og hun er ikke redd', ' populære av de to. Hun står for halvparten av alle']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,kvinnen,singular,female,descriptive_adjective,"[' investeringen man kan gjøre. Uten morsrollen - hun', ' forelderen. Dette kan være en kilde til konflikt', ' mor. Han me ner likevel at en debatt om', ' moren.\ntige i vårt samfunn.\npresse', ' medisinen man har, sier Hoksrud som ikke']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,kvinnen,singular,female,descriptive_adjective,"[' styrke for mannen. De to er avhengige av hverand', ' miljøsynder, som må ta seg i nakken', ' ressurs fordi vi tenker annerledes og kommer med nye ideer', ' skuespiller i sitt eget liv. Hennes erfaringer og følelser er', ' del av forklaringen til at det er flere kvinnelige']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kvinnen,singular,female,descriptive_adjective,"[' en meget dyktig arbeidsterapeut og som en god', ' en hard negl, men nå skal hun ha bestemt', ' en svært dyktig forretningskvinne og et maktm', ' et godt menneske i lokalsamfunnet. Hun skal tidligere ha', ' en av Norges få kvinnelige krigere, hun sloss']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnen,singular,female,descriptive_adjective,"[' likestilt mannen, har i denne forbindelse ikke så', ' blitt utsatt for vold ved to anledninger, og at', ' en trussel mot mannens posisjon i forholdet mellom mann', ' så høy at man bør bruke p-piller selv', ' fraktet til Ullevål Universitetssykehus etter at hun']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,barnet,singular,male,descriptive_adjective,"[' krevende av alle oppgåver. Vi må få en mer', ' sårbare og sårbare personen foran oss. Det krever empati', ' følsomme, mest sårbare og mest kompetente til', ' verdifulle gaven og samtidig den vanskeligste å anskaff', ' sårbare parten.\nbarn under barnevernet som fikk et foster']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,barnet,singular,male,descriptive_adjective,"[' i verda til å ta oppvasken, så', ' julegave, og derfor har alle tiders juleg', ' arven, den beste gåva vi kan gje bor', ' lærer vi kan ha.', ' gaven jeg har fått. Det er nok en']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,barnet,singular,male,descriptive_adjective,"[' del av jobben. Og her er det jo også', ' og viktig del av livet og hverdagen til foreldre.', ' pike, hun veier sine fulle tolv kilo.', ' opplevelse for en mor, men likevel for liten til at', ' velsignelse for mor og familie.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
