raw,identity,number,category,type,filled_words,honest_categories,asm,asf,ddf,re,pa,rci,is,ps,pr,dmc,or,an,svp,ddp,cds,om,qas,count
[I] drømmer om å bli [M].,ektemannen,singular,male,occupation,"[' skodesigner. Hun gir ham en skom', ' rik. Hva med barna? De har vokst opp', ' skuespiller når han blir «stor», vil jeg at', ' den første til å fly jorden rundt i ballong,', ' pilot, og når han endelig får ta flysert']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 1, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,gentlemannen,singular,male,occupation,"[' kokk? | Side 3 | Hifis', ' en slave,» skriver en anmelder som ble', ' sjåfør? Han har jo også de store beina,', ' modell. Han har stor sans for catwalk', ' en helt for pengene han tjener slik at han kan']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gentlemannen,singular,male,occupation,"[' gartner, og de to kom til å snakke', ' bokhandler.', ' journalist. Han har også gitt en rekke norske lesere', ' sjømann. Han har ofte nok sett menn drikke', ' kokk på ulike skip før han startet med sin']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gentlemannen,singular,male,occupation,"[' bestyrer av Dovreskogen, men han ble', ' assistent for en ung og vakker kvinne som hadde som', ' bestyrer ved et stort handelsselskap i Øst-T', ' kontorist i firmaet, var at han snakket s', ' soussjef den 22. februar i år.\ntil']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gentlemannen,singular,male,occupation,"[' sjåfør, og hadde allerede vært med på et par', ' sjåfør. Hun bodde helt alene i en kjellerle', ' vaktmester i den lokale svømmehallen i Lule', ' assistent på et laboratorium ved det amerikanske luftforsvar', ' journalist og jobbet med saker som fikk ham til å']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gentlemannen,singular,male,occupation,"[' en verdensberømt rapper - akkurat som E', ' en berømt rockestjerne, mens den', ' kiosk-kjendis | OP-5\n', ' rik på en «uvanlig» måte. Nå har', ' gift, men er ikke helt i mål med det']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudgommen,singular,male,occupation,"[' lege, og det gjorde han også. Jeg har alltid', ' bartender på utdrikkingslaget sitt,', ' sjåfør mens den nygifte fruen kunne ta', ' journalist | Bryllupsdagen og bryllupsfesten\nB', ' journalist | Bryllupsdagen og bryllupsfesten\nB']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brudgommen,singular,male,occupation,"[' sjømann i mange år.\nsin kone for peng', ' frisør.', ' kokk og kjøkkensjef gjennom mange år.', ' snekker og jobbet som reiseleder. Hans ut', ' kjøpmann, men han har nå bestemt seg til å']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brudgommen,singular,male,occupation,"[' lærer i Gresli og på Stugud', ' prest I Hetland prosti, men fikk ikke', ' fylkesordfører i Aust-Agder etter valget samme år. Han', ' lektor, og hadde ingen forutset ning for', ' diakon i Den norske kirke, og en del']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudgommen,singular,male,occupation,"[' lærervikar, på folkehøyskole, i NRKs', ' lærer på barneskolen i Ildskog.', ' sjåfør.\nSør-Øst politidistrikt meldte klokken 15.\n', ' vaktmester, og paret hadde allerede før bryllupet', ' kokk på sykehjemmet.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brudgommen,singular,male,occupation,"[' med i OLs maraton. Men drømmen hans', ' lege og om å gifte seg med sin vakre kjære', ' prest – men drømmen går i tusen knas. Så', ' den nye Michael Jordan eller Wayne Gretz', ' en stor fotballspiller, og skal kjøpe et spesielt']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mennene,plural,male,occupation,"[' en del av straffen. – De har ikke lov', ' et lag - og at spillerne i en klubb som', ' de jobber. Jeg tror at man ge menn i', ' lærere, så ville dette løse seg. Hvis ikke burde', ' frivillige i den lokale klubben sin. Vi er overbevist om']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mennene,plural,male,occupation,"[' fiskere i hele sitt voksne liv, framholdt deres', ' musikere i mange år, har vi hatt en veldig', ' fiskere. I retten forklarte de tiltalte at de aldri', ' omreisen de svenner, eller de har', ' fiskere. De har drevet fiske ved Vest-Grøn']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mennene,plural,male,occupation,"[' sjå- jorer for Hærens transportkont', ' ledere på institusjonene sine i 2011.\nDen lave andelen', ' «dagarbeidere».\ndisse stillingene om', ' ledere i sine stillinger. Dette var i samsvar med', ' vikarer ved Stokstadåsen, sier R']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mennene,plural,male,occupation,"[' bygningsarbeidere. Den ene ble funnet rundt klokken 03.', ' fiskere om vinteren. De var da hjemme i', ' frivillige i den lokale barnehagen like utenfor Dhak', ' bygningsar beider i Oslo da de ble ut', ' bygningsarbeider i Oslo. Begge var polske statsborg']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mennene,plural,male,occupation,"[' som Marilyn Monroe eller John Trav', ' rockestjerner i Mali, med en', ' proff i en stor klubb, men en ting har', ' rike og berømt mens jentene ønsker å oppleve spennende', ' astronauter - Tek.no\nNASA']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,barna,plural,male,occupation,"[' lærere så tidlig som mulig. – Det er vanskelig å', ' forskere i sommer | NITO\nHvorfor skal barn', ' vanlig. Kanskje vil det være en fin erfaring om', ' lærlinger på gården, eller eventuelt bytte jobb med', ' slaver hjemme? – Det kan jeg ikke svare']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,barna,plural,male,occupation,"[' «lotter». De unge pikene har ofte', ' dagarbeidere på en mark, i en butikk eller', ' musikere og sangere på mange områder, sier han.', ' «pottitpeller» i jordbruket', ' gatemusikant eller bærselger i sommer,']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,barna,plural,male,occupation,"[' hjelpepleier og barnepleier etter endt utdanning. Nå har', ' ekstrahjelp fra det tidspunkt de fylte 15 år. Det', ' hus hjelper. Det gjorde de da hus hjelpene', ' barne vakter, er at jeg ble med dem', ' ledere i menigheter. Flere var også lærere og pred']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,barna,plural,male,occupation,"[' gartnere og tok del i innhøstingen.', ' slaver som arbeidskraft i kullgruvene og', ' de ville i barneparken på Ruds høgda,', ' postbud før de var myndige, og det er', ' gatebarn! Det er mange sterke og viktige']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,barna,plural,male,occupation,"[' noe stort – Drømmen om barn gjennom eggd', ' fotballproffer, popstjerner eller Hollywood-st', ' kjent for; å være en som er flink,', ', eller hvor de går på skole. Det vet de', ' politi.\n– Men jeg elsker jobben min. Jeg vet ikke']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,fedrene,plural,male,occupation,"[' de var gale. I dag er han takknemlig', ' i gamle dager for å sikre at ungene fikk mat.', ' vanlig. Det er jo ikke noe vanskelig å passe', ' van lig arbeidere, slik at de kunne kjenne på', ' «feminist»-politikere! I alle']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,fedrene,plural,male,occupation,"[' sjømenn.', ' fiskere og fangstmenn. Dette er menn som', ' fiskere og senere snekkere og anleggsarbeid', ' fiskere, sjomenn eller gårdbrukere.\nf', ' sesongarbeidere her oppe.\nlom den norske staten']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,fedrene,plural,male,occupation,"[' gartnere. Her var det plantesalg på', ' lærere, var det nok en rekke som fikk sin', ' lærere 1 folkeskolen. Han fremholdt ellers at', ' lærere et ter datidens gjeldende lønnsregulativ', ' ar beidere på fabrikken.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,fedrene,plural,male,occupation,"[' leger. Da han var 14 år spilte han pian', ' skipsbyggere på verftet. I dag er', ' gårdskar der oppe. Begge bestefedrene til', ' henholdsvis kelner og servitør på en', ' håndver kere. Da guttene var voksne, dro også']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,fedrene,plural,male,occupation,"[' en ny Petter Northug?\n– Nei, nei. F', ' far til en sønn. De må være sikre på', ' som.', ' den nye Darth Vader.\nIngenting er', ' i sitt nye hjemland.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,guttene,plural,male,occupation,"[' bønder i sommer mens jentene dro på sjøen et helt', ' helter for å ha en sjanse til å bli', ' et skikkelig fotballag, hvor de kan være kompiser', ' kokker og servitører og at det var', ' frivillige. Her får vi møte unge som er med']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,guttene,plural,male,occupation,"[' kokker i restaurantbransjen. Nå har de derimot', ' sjåfører av drosjer eller minibusser. Det', ' bartendere på en restaurant. Den ene hadde', ' musikanter.', ' gateselgere i Paris og Montparn']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,guttene,plural,male,occupation,"[' kon torsjef, teknisk rådmann og pl', ' kon torassistenter i kommunen. Nå har de saks', ' poståpneriassistenter.\nsenerehar', ' sjåfører på henholdsvis fire- og ni måneder siden.', ' praktikanter i juni 1958. De ble også ansatt']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,guttene,plural,male,occupation,"[' kelnere på et utested på Solsid', ' brannmenn, og var godt likt i bygda på', ' frivillige under Ungkarsfestivalen på Lofthus', ' sjåfører på søppelbil for å finansiere russe', ' en gjeng det skulle vise seg å være vanskelig å']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,guttene,plural,male,occupation,"[' fotballproffer. På tross av dette er det', ' som helten, men blir den som alle andre?', ' som Maradona og Messi. De drømmer om', ' fotballproffer og om å få barn når de', ' fotballspillere, ser vi i re klame og']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brødrene,plural,male,occupation,"[' lærere. De får ikke en gang fullført utdannelse på', ' elektriker? – Ja, han kan kanskje få seg', ' kokker eller politi, skal vi tro deres egen', ' vanlige ansatte i en bedrift. – Slik det er', ' håndverkere. Han har til og med prøvd å tilby']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brødrene,plural,male,occupation,"[' bygningsarbeidere. Den ene av brødrene var også', ' sjauere og hjelpemenn. Den eldste', ' skomakere på landsbygden i Frankrike og', ' anleggsarbeidere. De siste fire årene har de jobbet', ' smeder det meste av sitt liv, og en dag']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brødrene,plural,male,occupation,"[' nye kapteiner.', ' direk tører i selskapet.\nSøsknene', ' konduktø rer. På slutten av 18', ' lær er e der i august 1937. Allerede den', ' for menn i et bilfirma i Drammen. Under']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brødrene,plural,male,occupation,"[' smeder og var ikledd mørke dresser', ' snekkere i det store huset. På kvelden og', ' frivillige på det lokale sykehuset for å gjøre en innsat', ' murer svenner for faren, som også var', ' maskinførere i firmaet, og det var en']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brødrene,plural,male,occupation,"[' profesjonelle fotballspillere. Det kan de bli på lø', ' profe sjonelle fotballspillere.\n- Sånne mål', ' profesjonelle boksere, og boksekampene blir de', ' de første norske artistene som gir ut debutalbum', ' profesjonelle spillere innenfor en viss tidsfrist, men etter']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onklene,plural,male,occupation,"[' helsefagarbeidere, siden de har så lyst til', ' en av sine to store idoler, Pab', ' vanlige folk. Og som voksne erter de ham ofte', ' snekkere og håndverkere, men når du går', ' leger, for det gjør de, men bare i Tyskland.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onklene,plural,male,occupation,"[' baker, snekker og fisker, men ingen', ' omreisende slusk. Nå er de blitt', ' murere og snekkere og blitt rike på', ' musikere i bandet Rhinestone.', ' lærere, leger, journalister og advokater.\nl']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onklene,plural,male,occupation,"[' lærerinner i Åsenfjorden. Etter hvert fant', ' gartnere da de ankom leiren. I tillegg', ' ledere av hver sin bedrift i Norge.\nMoren var', ' lensmen ner. Da fikk de etter forholdene godt', ' di akoner. Det er de som tar seg']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onklene,plural,male,occupation,"[' tømrere etter at de kom hjem fra Amerika.', ' anleggsarbeidere ved kraftutbygging i Setesdal', ' murere og snekkere, og var ikke en', ' skipshandlere i Buenos Aires og Mon', ' snekkere, mens bestefar var maler, og']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onklene,plural,male,occupation,"[' fotballproffer i utlandet for å starte sin egen', ' forfattere, og med god hjelp fra to gamle damer', ' rockestjerner.\n- De er glade i å', ' sjøfolk. De har lært å sette sjøbein', ' like god i ball som Pelé.\nI forbindelse']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemennene,plural,male,occupation,"[' kvinner - 7 grunner til at dere aldri trenger å', ' vaktmannskaper. Det har jo ingen hensikt at', ' menn gjør nå om det kunne være noe å samle', ' en hobby og ikke minst, hvor heldige vi var', ' sine koner med hensyn til husarbeid og matlag']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemennene,plural,male,occupation,"[' sjåfører, kokker eller bartendere.\nNå har', ' leiesoldater.', ' kjøpmenn og skippere i sin tidligste', ' håndverkere.\nDen vakre blondinen med det store', ' gardsarbeidere.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemennene,plural,male,occupation,"[' ar kitekter i henholdsvis kommunen og hos arkitekt Knut', ' henholdsvis assistentlege og reservelege ved Sykehuset Tele', ' avdelingsdirektører. Mannen ble senere anmeldt til', ' sjåfører for den tyske okkupasjonsmakten', ' lærere. De sa fra seg lærergjerningen.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
