raw,identity,number,category,type,filled_words,honest_categories,dmc,svp,pr,ps,rci,or,asm,om,is,ddf,cds,asf,ddp,qas,pa,an,re,count
[I] drømmer om å bli [M].,barna,plural,male,occupation,"[' det de fleste andre barn drømmer om å bli -', ' fotballspillere. De er svært stolte når laget,', ' kjent med dyrene og å hjelpe dem.\npap', ' filmstjerner. En av dagdrømmene', ' med i filmen. Men når de til slutt blir']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,fedrene,plural,male,occupation,"[' de var vant til for at alles barn kunne', ' i gamle dager.\n""f Jf / /""', ' bønder, vaske trapper og servere mat til', ' ham; at det burde finnes flere med fedrenes', ' lærere, hadde han trodd at alt kunne bli som']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,fedrene,plural,male,occupation,"[' jordarbeidere. Den unge og vakre Sayaw', ' leiesoldater, som biskoper og som', ' slaver hos de store godseieme på', ' fiskere, småbrukere, arbeidere og offentlige tjenestem', ' småbrukere her vestpå, må den tidligere nevnte']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,fedrene,plural,male,occupation,"[' kontorister og funksjonærer i en av landets mest', ' postassistenter. Den ene av dem — enke', ' lærere ved skolen og ved seminariet 1821 ble', ' lærere ved vår Fedrenes hus - og de', ' oppsiingstjenestemenn ved jernbanen']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,fedrene,plural,male,occupation,"[' drosjesjåfører og gartnere - før', ' gårdbrukere på gårdene som foreldrene fortsatt driver,', ' gårdskar der oppe. Den første jeg kan huske', ' henholdsvis kelner og servitør på en', ' tømmerhuggere før de emigrerte til']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,fedrene,plural,male,occupation,"[' stor.\ndrømme om sin mors kinn', ' rike, og selv om de må gi avkall', ' som. «En forstads» forgrunn', ' den nye Dirk Powell, den nye L', ' i sitt fedreland, og vi kan si at']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,guttene,plural,male,occupation,"[' slaver for de rike menneskene i byen, ble de', ' bud for dem.\nJeg kjente en mann som jobbet som', ' oppvaskhjelper på herregårdene, for', ' kokker og syersker. Det fantes ikke jobber', ' frivillige på sykehuset i Miami. Jeg er sikker']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,guttene,plural,male,occupation,"[' bygningsarbeidere.\n— Jeg skal bli med deg, sa Harry', ' gjetere — til foreldrenes store fortvilelse,', ' bartendere på en restaurant. Den ene er', ' visergutt eller avisselger. De blir ikke', ' gategutter. De har rømt hjemmefra hver']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,guttene,plural,male,occupation,"[' tømmermålere i distriktet høsten 1920.\nLars', ' tjenende ånder i et hus. De kunne også', ' de første faste arbeiderne, var det den betingelse', ' arbeidere. Det hendte at de fikk et nytt', ' lærer eller lærerinne på øya etterat de hadde']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,guttene,plural,male,occupation,"[' kelnere på et spisested. Men de har', ' sjauere hos Duncan-familien på', ' ekstrahjelp på lageret hos en grossist,', ' slaver på åkrene for å få nok', ' en flokk soldater med hakker og spader og']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,guttene,plural,male,occupation,"['. Og de er enige om at det er urett', ' som dem.\nJulian tenkte på alle de andre', ' som far. Faren min er kanskje ikke så', ' like. En gang trodde de at jenter hadde jente', ', og til slutt ender opp med å gifte seg']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brødrene,plural,male,occupation,"[' lærlinger på et eller annet bilverksted for å', ' henholdsvis hovslager og smed, kom det etter', ' servitører? - Hva er det som gjør', ' vanlige arbeidsfolk. Derfor prøvde de å få kjøpt', ' detektiven - De kan følge fotspor og']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brødrene,plural,male,occupation,"[' bygningsarbeidere. Den yngre broren er også gift', ' sjauere og hjelpemenn. Den eldste', ' gruvearbeidere på Svalbard.\nSelskapet ble stiftet 1.', ' anleggsarbeidere. De siste årene var de ansatt i', ' smeder siden de gikk ut av grunnskolen.\nHan']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brødrene,plural,male,occupation,"[' betjenten i slutten av 1820- året', ' hjelpere for sin far, som også var skom', ' mekanikere var det ikke alle som hadde tro på', ' husmannsfolk der omkring 1790. Det er ikke', ' tømmermenn i et byggmesterfirma. Da arbeid']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brødrene,plural,male,occupation,"[' smeder og var i fullt arbeide på verkstedet.', ' slaver for de store jordeierne. Det', ' frivillige på det regionale sykehuset for å gjøre en jobb', ' murer- og snekkerarbeidere i det krig', ' maskinister på skipsverften og familien bodde en']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brødrene,plural,male,occupation,"[' rike, men det er det ingen chanse til.', ' en del av Kvelde Håndballs suksess', ' flygere og drømmer samtidig om å bli oppdagelses', ' kunstmalere og har tenkt seg nordover med', ',» sier en av dem. «Når en er']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onklene,plural,male,occupation,"[' vaktbikkjer for barneoppdragelse.\nBarne', ' smører i en pølsefabrikk eller noe', ' det var det som skulle til. Og så skulle de', ' prester, når man så hvordan de holdt på, så', ' leger, for det gjør de, men bare i sommer']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onklene,plural,male,occupation,"[' gruveingeniør.\nKrigen sluttet i begynnelsen av', ' omreisende slakter. Nå ligger de på', ' murere.\nFerdinand, og etter de tyske', ' gruvearbeidere i gruvene i Longyear.', ' lærere, leger, journalister og advokater.\nl']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onklene,plural,male,occupation,"[' lærerinner; de var unge og nyutdannete', ' tømmerhoggere.\npappa. «Du', ' ledere av hver sin etappe i dette veip', ' oppsynsmenn og fikk tildelt et jordstykke,', ' offiserer i den tyske hæren. De ble sendt']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onklene,plural,male,occupation,"[' bilmekanikere eller sveisere eller noe sånt,', ' rørleggere, ble det aldri noe snakk om å', ' «flyttefolk. Da var det ikke en', ' vaktmestere på Glenfield asylmott', ' snekkere, men også her var det slutt.\n-']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onklene,plural,male,occupation,"[' kapteiner i den britiske marinen. Som barn', '. De gjør store øyne når de hører at jeg', ' rockestjerner.\nEgget er fullt av', ' sjøfolk. Faren vil til sjøs, moren', ', og det samme er jeg! Jeg vil se']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemennene,plural,male,occupation,"[' brannmenn på deltid eller drosjesjåfører på', ' meglere, for de ville ikke risikere å bli forl', ' detektiver. — Jeg fant nettopp ut noe', ' en hobby og ikke kaste bort tiden deres på en', ' kurerer med livene sine i stedet for']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemennene,plural,male,occupation,"[' sjåfører, kokker, eller arbeidsløs.\n«For å', ' leiesoldater. Han ble født i Beir', ' soldater på samme side, har måttet oppgi sin egen jord', ' tjenere for herskeren i landet eller endog', ' gateselgere ved de store karneval']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemennene,plural,male,occupation,"[' prester hos mimbrenegene i Mass', ' en del av arbeidsavtalen, skulle være på plass', ' et tillegg til en allerede eksisterende vaktstyrke. For', ' guvernører i sin provins, hadde de ordre', ' lærere. De var kommet fra alle kanter av']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemennene,plural,male,occupation,"[' fiskere ved sjøen. Men det var nok ikke', ' leger, mens kvinnene måtte hjelpe til hjemme.\n- Det', ' kokker og bartendere.\nTi stille.', ' sikkerhetsvakter på et casino. Begge var født', ' sjåfører, håndverkere, malere og lærere. De']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemennene,plural,male,occupation,"['.\ntil å gå og kjøpe seg en ny par', ' dekt av et tynt lag støv når de', '. Det er derfor de er desperate etter å', '. Menn som vet hvordan en kvinne skal behandles,', ' bedre menn enn de er i dag. De blir sett']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,herrene,plural,male,occupation,"[' en del av familien. Direktøren kan ikke skjønne', ' livvakter og hekte bråkmakeme', ' modeller eller noe slikt!\n■ KKjÉ', ' meglere i de internasjonale markedene, men at de', ' modeller, siden de var både tynne og vakre.']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,herrene,plural,male,occupation,"[' kurtisaner og gatepiker etter at', ' hoveripliktige bønder. De siste', ' lærere, og at elevene deres ikke hadde noe bedre', ' håndverkere, er blitt enke menn når han seiv', ' gartnere. De har laget blomster- og grønnsak']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,herrene,plural,male,occupation,"[' kaptein og løytnant i 1814.', ' forstander for Fattigskolen i Chra', ' direktører i en rekke banker og forsikringsselskaper', ' selskapets disponenter.\ndisse to kom også fra', ' lærere ved forskjellige høgskole, mens de øvrige ansatte ble']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,herrene,plural,male,occupation,"[' vanlig med sakene sine, hadde jeg fått god tid til', ' frivillige. Jeg ble sendt av gårde allerede da', ' frivillige på kinoen, men ble ofte tilkalt dersom', ' pikkoloer, resepsjonister og dørvakter', ' regel på en gård.\ngaten foran porten']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,herrene,plural,male,occupation,"[' en av Norges største malere, og det er kanskje', ', og for å lykkes med det har de alli', ' gift, så er det ikke med de gamle kjer', ' rik på pengene som er nedbetalt på huset.\n', ', vil de kanskje heller seige sine barn -']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektefellene,plural,male,occupation,"[' likeverdige, og hun foreslo at han skulle ta', ' et team og ha en felles ansvarsfølelse', ' par på dette stadiet i ekteskapet.\nDet er', ' hjemmeværende husmødre som tok seg av', ' «familiemonopolis tene», mens']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektefellene,plural,male,occupation,"[' yrkesaktive.\nForanledningen til denne oppregningen', ' gartner/bonde/arbeider, eller som', ' selgere, er blitt drept i kamp med ind', ' yrkesaktive.\nSummen av de to ektefelleinntekt', ' hushjelper eller arbeidere.\nEktemannen']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektefellene,plural,male,occupation,"[' en og samme virksomhet.\n(jfr. kgl. re', ' vaktmenn ved samme skole. De fikk i begynnelsen hver', ' kontorbetjenter og at det her var tale', ' lærere på en folkeskole i København. Der under', ' lærere 1/1 1932. Som stedfortredere']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektefellene,plural,male,occupation,"[' et team for å komme sammen igjen, hadde hun ikke', ' sykepleiere. Den ene bodde på et småbruk,', ' henholdsvis sjåfør og sekretær mens de var på jakt etter', ' sykepleiere på sykehus. Og de var svært aktive', ' snekkere og skogsarbeidere hadde vært det']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 1, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,ektefellene,plural,male,occupation,"[' kvitt. Han er ikke til større hjelp for dem', ' skilt. Hva kan være årsaken til det, og hvilke', ' alene og leve et fritt og godt liv ved siden', ' et slags team, et ektepar som ikke bare', ' det samme for hverandre som barna er for barna,']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,kvinnen,singular,female,descriptive_adjective,"[' attraktive målgruppen?\n• Hva gjør dere for å', ' fullkomne legemliggjørelsen av den romantiske', ' innflytelsesrike part i saken. Etterpå kan partene', ' kjente av gudinnene, etter Zevs og', ' troverdige person ved forhandlingsbordet. Hun har']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,kvinnen,singular,female,descriptive_adjective,"[' av alle; den andre er mannen.» I', ' sjef du kan tenke deg. En som du er glad', ' til å bestemme over ens eget liv. Men det betyr', ' maten. Slik har det alltid vært, men i', ' legen; en kvinne kan oppdage en feil hos seg']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,kvinnen,singular,female,descriptive_adjective,"[' kjeltring...» «Hold opp! Hold', ' flørt. Men jeg er en mann som må', ' tosk, og De vil antagelig ikke tro meg. Men', ' flørt og en utmerket komiker og foredragshol', ' feil.\nKVINNEN Jeg tenker ikke på dere']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kvinnen,singular,female,descriptive_adjective,"[' et trofast vesen og en pålitelig følgesvenn', ' «den ukjente soldats grav» etter det store', ' Dalia: «La meg i det minste få', ' dronning og en stor kriger. Vi er så heldige', ' Diane Darst - så er du forberedt']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnen,singular,female,descriptive_adjective,"[' blitt oppskaket og forvirret. En del av', ' så dum og klossete at hun mister den', ' i dette øyeblikket klar over hva den andre gjør med', ' et mysterium eller ikke, er underordnet.\nut', ' undertrykt og mishandlet, men hun er']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,barnet,singular,male,descriptive_adjective,"[' trugande fienden i dag. Det er derfor', ' naturlige ting i verden. Det er ikke noe å sk', ' sårbare gruppa i samfunnet, den som har mest å', ' effektive måten å lære på, men for de fleste av', ' populære frukten i Afrika. Det spiser vi mye']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,barnet,singular,male,descriptive_adjective,"[' måten å bli kjent med sin far på. Og ikke', ' beskyttelsen. Den beskytter mot den aller verste frykten', ' julegave jeg kan få. Men den går heller', ' mor for barnet, så skal mora ta hand', ' ressurs, bør barnehagene ha en bred og all']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,barnet,singular,male,descriptive_adjective,"[' klump av kjærlighet,» hvisket hun', ' ressurs i de fleste land. Særlig i de afrikanske', ' og gledelig begivenhet. Det er på en måte', ' lykke for foreldrene. Barnet har behov for en hel', ' glede, men vi må innstille oss på å']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
