raw,identity,number,category,type,filled_words,honest_categories,om,ddf,asf,cds,pa,rci,qas,asm,an,is,svp,ps,pr,or,re,ddp,dmc,count
[I] er kjent som [M].,kvinnen,singular,female,descriptive_adjective,"[' et aktivt og selvstendig menneske, sier statsadvokaten.', ' «den ukjente hustru til Cyrus det pers', ' en av Englands heteste og mest sex-s', ' skuespiller og en anerkjent TV-profil.\n– Vi har', ' et arbeidsjern. Det har vi fått bekref']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnen,singular,female,descriptive_adjective,"[' blitt oppsagt for for sømmelse i tjenest', ' så fortvilet - det går ikke an å være', ' i fin form.\nTelemarkspolitiet melder fredag', ' gravid. Politiet tok straks affære, og da', ' i god behold. Hun har sagt hun er']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,barnet,singular,male,descriptive_adjective,"[' kjente av de fem Mirabel-søstrene', ' naturlige ting i en hvilken som helst livsperi o', ' sårbare gruppa i samfunnet, den er fullstendig avhengig av', ' skadeli dende parten. En annen stor svak', ' sårbare perioden for et menneske.\nmange mødre som opplever']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,barnet,singular,male,descriptive_adjective,"[' måten å bli kjent med sin far på. Og ikke', ' beskyttelsen. Den er viktig å ta vare på, sier', ' julegåva i verda», sang ein gong', ' mor for barnet, så skal bar net verge', ' starten i livet, og vi i Senterpartiet meiner det ikkje']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,barnet,singular,male,descriptive_adjective,"[' fordel. Men som det så treffende heter,', ' fordel. ', ' og übehagelig sannhet. Å skulle sitte og', ' lykke i livet, men det må være grenser. Det', ' glede, men vi er også et nytt barnebarn']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barnet,singular,male,descriptive_adjective,"[' den viktigste og tidligst fødte av alle a', ' «babyen», sier moren til Skynew', ' ein trygg vaksnes og trygge vaksnes vener.', ' en av verdens beste gitarister. Han ble nylig kåret', ' et ""fordelaktig"" bam. men det']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barnet,singular,male,descriptive_adjective,"[' i sentrum. Barnet har alltid vært sentrum, men nå er', ' født, vil jeg være til stede i livet ditt', ' så stort at det ikke klarer å ta inn flere', ' i fare, og det gjør det. Tallet på', ' det viktig med gode opplevingar, seier ho,']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,hun,singular,female,descriptive_adjective,"[' attraktive unge kvinnen gjennom mange år.\nHun skal spille hoved', ' kjente og respekterte. Hun sier det kanskje ikke selv', ' kjente mus ikken av dem alle. Hun har et', ' attraktive og suksessfulle kvinnelige skue spilleren i sin', ' fargerike person ligheten i norsk film. I dag']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,hun,singular,female,descriptive_adjective,"[' i hele familien til å strikke, i tillegg er', ' spilleren i norsk kvinnefotball. – De unge spillerne', ' læreren på skolen, seiv om mange av elevene kanskje bare', ' av de beste. Det å jobbe med de beste av', ' jeg har hatt her, sier landslagssjef Eli Landsem']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,hun,singular,female,descriptive_adjective,"[' fan, smiler hun, og legger til at det er', ' ressurs for oss. Det er veldig trist at hun måtte', ' ressurs for meg på alle måter, roser han.\nMen', ' artist! For et band, for noen låter,', ' kunstner med sitt instrument. Men det er ikke alltid']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,hun,singular,female,descriptive_adjective,"[' en dyktig, samlende og dyktig politiker, og', ' den beste sangerinne og tolker av norske folket', '. Hun har i snart 40 år vært en av', ' forfatter av selv biografi om det å bli mor', '. Det er et par småting som kunne være']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,hun,singular,female,descriptive_adjective,"[' god nok, men som sagt skal vi ikke ta ut', ' redd for at det kan skje, er det bare', ' opptatt av å gi ung dom i denne gruppa et', ' stolt og glad over sine egne og kommunens resultater.\n-', ' mest kjent som, da jeg jobbet med mitt manus til']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,moren,singular,female,descriptive_adjective,"[' sentra le skikkelsen i filmen.\nFilmen er', ' typiske re presentant for sitt kjønn. Dette skyldes', ' interessante.\nsom den mest interessante.\nogså de to', ' betydningsfulle for personens utvikling og identitet,', ' naturlige, mener hun.\n– Så hvordan har han opplevd']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,moren,singular,female,descriptive_adjective,"[' medisin for et spaltet sinn. De som', ' for dem. Når en først er begynt vil en så', ' for barnet, og ikke bare tenke på penger og', ' «hjelpe» i strevet for å skaffe', ' hun kan ha som part ner, og at faren']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,moren,singular,female,descriptive_adjective,"[' bam se, det er mange farer som tru', ' ressurs i barnas idrettsmiljøer, sier Åse Marie', ' skuffelse. Den eneste vennen de har er en', ' plage for barna.\nKort etter fødselen blir', ' tragedie.\nen annen mor som er glad i']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,moren,singular,female,descriptive_adjective,"[' «the singer». Hennes historie er kjent langt', ' en utpreget intellektuell og er ofte blitt', ' en person som bryr seg om alle rundt seg, og', ' en av Spanias mest forhatte kvinner.\nDet kommer', ' «Nor dens farligste fange» og sitter med']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,moren,singular,female,descriptive_adjective,"[' for gammel til å gjøre slikt, smiler hun.\n', ' fra Skien, faren fra Kragerø.\nkon', ' enke og datteren i slutten av 20-årene.\n', ' kommet over grensa fra Russland for å stjel', ' dømt for seksuelle overgrep mot sine to sønner og']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,datteren,singular,female,descriptive_adjective,"[' spennende og utfordrende karakteren jeg har arbeidet med på', ' populære gutten i klas sen, etterfølgt', ' spennende og fargerike du har lest om. Og seiv', ' alvorlige overgrepstiltalen i tiltalen. • På', ' kjente av Pushwagners kvinner. ']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,datteren,singular,female,descriptive_adjective,"[' i klassen på skolen er en av måtene å', ' og mest verdige av alle verdens kvinners historie, er', ' som er, og de er sammen og gjør det beste', ' julegaven en far kan få. Et helt år', ' i ver den.\nmen så møter den snob']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,datteren,singular,female,descriptive_adjective,"[' sorg som aldri slipper taket. FOTO: ', ' skam. I det muslimske samfunn finner man ingen forståelse', ' sorg, og hele saken er en stor belastning,', ' lettelse for henne å ha blitt en kjent person', ' og viktig rolle. Og det er en rolle hun']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,datteren,singular,female,descriptive_adjective,"[' en engasjert ungdomspolitiker med flere verv i', ' en av de største stjernene i Bollywood,', ' et hardtslående pønke band som synger', ' dikteren Inger Hagerups datter - og', ' leder for den norske WikiLeaks-avlegger']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,datteren,singular,female,descriptive_adjective,"[' forsvurmet i en skog.\nlnni', ' innlagt på Ullevål univer sitelssykehus. ', ' en av to søstre som mistet livet da en', ' død, og for et år siden ble hun seiv oper', ' ikke i tvil. Et av høydepunktene den']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,jenten,singular,female,descriptive_adjective,"[' sentrale skikkelsen i boken og historien.\ndret', ' populære personen i verden i dag. Det er en grunn', ' sentrale kvinneskikkelsen i norrøn myt', ' sentrale skik kelsen i dette universet.\n-', ' populære av alle jentene i klassen. Vi ser ikke']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,jenten,singular,female,descriptive_adjective,"[' som noensinne er spurt om å stå i mål for', ' i klassen. -Hun er faktisk veldig flink', ' og snilleste venninnen i hele verden, og', ' jenta han noen sinne har hatt, sier S', ' de noen gang har hatt. Hun er en sol']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,jenten,singular,female,descriptive_adjective,"[' stjerne i Japan. Nå lager hun film for en', ' beundrer av deg og en dag blir de enige', ' fan av filmen, sier den stolte bestemoren.', ' ressurs for oss. Vi har blant annet hatt henne med', ' ressurs for bygda. Hun driver seiv med trearbeider']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,jenten,singular,female,descriptive_adjective,"[' talkshowdronning fra NRK. ', ' både skuespiller og dramatiker. Hun har tidligere gjort', ' en av Norges desidert beste håndball spillere, og', ' et stortalent, og blir sett på som Norges', ' en av lan dets mest lovende. Hun har blitt']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,jenten,singular,female,descriptive_adjective,"[' i dag 14 år, hun kom mer fra et land', ' en av dem som har fått til dette med sitt', ' blitt, en måned før hun blir 2 år.\n', ' oppbragt og irritert? Kanskje. Uansett', ' ikke mer enn 15 og et halvt år.\nover']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,søsteren,singular,female,descriptive_adjective,"[' intel lektuelle i familien, mens faren er', ' kjente. Men det er noen andre også. Noen ganger', ' talentfulle blant dem. Dette fører til at Jenn', ' interessante av de tre, og han forsøker å nærme seg', ' kjente, men de to har til sammen langt flere']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,søsteren,singular,female,descriptive_adjective,"[' personen på denne jord. Jeg kan ikke være ut', ' i verden og du er verdens beste pia!\n', '! Hun har hatt mange forskjellige jobber, og i', ' på banen. Mimi har fått en nydelig lille', ' hun har hatt. Hun forteller om en søster som']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,søsteren,singular,female,descriptive_adjective,"[' plage for fami lien hans. Med:', ' utfordring for henne. ', ' inspirasjonskilde, og sier det var det som gjorde', ' fan, og da de kom innom oss for å', ' inspira- . Det er en fin bok til']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,søsteren,singular,female,descriptive_adjective,"[' en dame med stålkontroll. Hun er sjef på', ' en meget dyktig journalist, en dyktig kom munikator', ' «piken fra graven», og man tror', ' en av Norges dyktigste smykke kunstnere. ', ' den som ledet det siste store opprør innen den ort']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søsteren,singular,female,descriptive_adjective,"[' i ferd med å gjøre noe hun ikke har lyst', ' i harnisk.\nmed noen hundre tusen på', ' «så jævla ondskapsfull og brut', ' tiltalt.\ndrept, mener politiet.\npåtale', ' det som skaper den store forskjellen mellom det å se']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,tanten,singular,female,descriptive_adjective,"[' kjente eksponenten for den nye generasjonen afrik', 'vinnende rally-sjåfør i nyere tid', ' kjente. Det ble i sin tid skrevet en bok', ' kjente av de to. Men det er den tredje og', ' fremtre dende av alle amerikanske presidenter']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,tanten,singular,female,descriptive_adjective,"[' måten å hjelpe de som ikke kan ta seg av', '.\nseg til topps. Med de som er på', ' norske i øyeblikket. Likevel har han ikke vært i', ' garanti for det sosiale og humane, men de som', ' han nokon gong har gjort. No handlar det om å']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,tanten,singular,female,descriptive_adjective,"[' ressurs som vi er utrolig takknemlig for! Vi', ' aktør innen eiendomsutvikling i Oslo og omegn,', ' idrettsut øver, mener jeg det er litt for', ' mann med stor kraft som kan bli farligere enn', ' kvinne som det går frasagn om. Hun var en']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,tanten,singular,female,descriptive_adjective,"[' en av norsk musikkhistories mest elskverdige gr', ' en ihuga anti-NATO- mann og', ' en av ver- nale rettsavgjørelser', ' tilhenger av det russiske regimet. ', ' en av de sto re ildsjelene innenfor']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tanten,singular,female,descriptive_adjective,"[' den som skriver det som kommer ut på skjermen bak', ' bekymret over den vold somme økningen barnevernet i Trondheim', ' i dag en av de få repre sentanter', ' blitt mer aggressiv i tonen, og han sier', ' av utenlandsk opprin nelse, og at det er']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,den unge,singular,male,descriptive_adjective,"[' skadet. Det er et stort ansvar for en 18', ' aktive. I aldersgruppene til og med 34', ' lovende som han vil følge utviklingen av nøye.', ' utsatte og sårbar. I disse dagene må skolen være', ' fornuftige. Men for samfunnet og foreldre er det alltid']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,den unge,singular,male,descriptive_adjective,"[' til å velja, og at kvinner framleis må', ' hjelp for den gamle. ', '.\ner noe man ønsker å lære. ', ' og det å bli far er det største og mest', ' som kan komme på tale. Om de ikke kan']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,den unge,singular,male,descriptive_adjective,"[' fordel, det er ikke en forutsetning. Opp', ' kunstner. Jeg vil tro hun vil bli den som', 'forbruker av informasjon i vår tid.\n– Han får', ' idretts utøver og har en flott hold ning til', ' og flott hane som er noe for seg seiv']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,den unge,singular,male,descriptive_adjective,"[' svært dyktig.\nhar nå begynt å jobbe i en', ' en av de aller mest lovende og spen n', ' medlem av popgruppen The BlackSheeps,', ' en rolig og behagelig kar, er det en annen', ' sanger og låtskriver og skal spille på flere konserter']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,den unge,singular,male,descriptive_adjective,"['kebi skopen. (NTB/Reuter)', 'keengelen fra Babylon, som en gang', ' han et menneske, Øog bare de som folger', ' det svært viktig for han å bli ein del av', ' ikke til å stoppe når det gjelder å kaste seg']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,konen,singular,female,descriptive_adjective,"[' intelli gente. De er veldig forskjel lige', ' brukte metaforen, og den er ikke til å', ' kjente og mest omtalte på Vestbredden. Der bor', ' interessante i hele persongalleriet, og det sier', ' aktive, men han hjelper til iblant, forteller']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,konen,singular,female,descriptive_adjective,"[' man nen hun kjenner. Hun tar ham med bort', ' i klas sen. Vi har en fantastisk fin', ' jeg har møtt, sier han i en pressemelding fra', ' amt mannen og det kommer til et oppgj', ' vi noen gang har kjent - vi har ikke pe']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
